-5.234032604344085904e+00 -2.765702782551310079e+00 -2.494881419498350628e+00 -2.479748201129573282e+00 -2.437355618240772959e+00 -2.208427616554343942e+00 -1.860859338756138293e+00 -1.438987937394261785e+00 -1.036213504481785064e+00 -6.243074333772671292e-01 -1.528291475607153060e-01 2.207144680865322783e-01 5.388480843302279055e-01 8.264330010964964224e-01 1.085578784895174120e+00 1.339247283610731198e+00 1.587968186756768763e+00 1.850257647816929474e+00 2.145316646236823832e+00 2.722992796521842340e+00
-2.732528799287905485e+00 -2.641989774951296610e-01 6.622385557829790770e-03 2.175560392660713660e-02 6.414818681540745970e-02 2.930761885018364765e-01 6.406444663000421258e-01 1.062515867661918634e+00 1.465290300574395355e+00 1.877196371678913289e+00 2.348674657495465112e+00 2.722218273142712697e+00 3.040351889386408324e+00 3.327936806152676841e+00 3.587082589951354539e+00 3.840751088666911617e+00 4.089471991812949625e+00 4.351761452873109448e+00 4.646820451293004695e+00 5.224496601578023203e+00
-2.397471293824843031e+00 7.085852796793279396e-02 3.416798910208922457e-01 3.568131093896695916e-01 3.992056922784699147e-01 6.281336939648989315e-01 9.757019717631045808e-01 1.397573373124981089e+00 1.800347806037457810e+00 2.212253877141975522e+00 2.683732162958527567e+00 3.057275778605775152e+00 3.375409394849470779e+00 3.662994311615739296e+00 3.922140095414416994e+00 4.175808594129973628e+00 4.424529497276012080e+00 4.686818958336171903e+00 4.981877956756067150e+00 5.559554107041085658e+00
-2.292594981160374523e+00 1.757348406324013013e-01 4.465562036853607530e-01 4.616894220541380989e-01 5.040820049429384220e-01 7.330100066293674388e-01 1.080578284427573088e+00 1.502449685789449596e+00 1.905224118701926317e+00 2.317130189806444029e+00 2.788608475622996075e+00 3.162152091270243659e+00 3.480285707513939286e+00 3.767870624280207803e+00 4.027016408078885945e+00 4.280684906794443023e+00 4.529405809940479699e+00 4.791695271000641299e+00 5.086754269420534769e+00 5.664430419705553277e+00
-2.304583338684917493e+00 1.637464831078583316e-01 4.345678461608177834e-01 4.497010645295951292e-01 4.920936474183954523e-01 7.210216491048244691e-01 1.068589926903030118e+00 1.490461328264906626e+00 1.893235761177383347e+00 2.305141832281901060e+00 2.776620118098453105e+00 3.150163733745700689e+00 3.468297349989396317e+00 3.755882266755664833e+00 4.015028050554342087e+00 4.268696549269899165e+00 4.517417452415937618e+00 4.779706913476097441e+00 5.074765911895992687e+00 5.652442062181011195e+00
-2.265199878140352396e+00 2.031299436524234281e-01 4.739513067053828799e-01 4.890845250741602257e-01 5.314771079629605488e-01 7.604051096493895656e-01 1.107973387447595215e+00 1.529844788809471723e+00 1.932619221721948444e+00 2.344525292826466156e+00 2.816003578643018201e+00 3.189547194290265786e+00 3.507680810533961413e+00 3.795265727300229930e+00 4.054411511098907184e+00 4.308080009814464262e+00 4.556800912960502714e+00 4.819090374020662537e+00 5.114149372440557784e+00 5.691825522725576292e+00
-2.132494769472762286e+00 3.358350523200135385e-01 6.066564153729729902e-01 6.217896337417503361e-01 6.641822166305506592e-01 8.931102183169796760e-01 1.240678496115185325e+00 1.662549897477061833e+00 2.065324330389538332e+00 2.477230401494056267e+00 2.948708687310608312e+00 3.322252302957855896e+00 3.640385919201551523e+00 3.927970835967820040e+00 4.187116619766497294e+00 4.440785118482054372e+00 4.689506021628092824e+00 4.951795482688252648e+00 5.246854481108147894e+00 5.824530631393166402e+00
-1.886970386784616149e+00 5.813594350081596751e-01 8.521807980611191269e-01 8.673140164298964727e-01 9.097065993186967958e-01 1.138634601005125813e+00 1.486202878803331462e+00 1.908074280165207970e+00 2.310848713077684913e+00 2.722754784182202847e+00 3.194233069998754448e+00 3.567776685646002033e+00 3.885910301889697660e+00 4.173495218655966177e+00 4.432641002454643875e+00 4.686309501170200953e+00 4.935030404316238517e+00 5.197319865376399228e+00 5.492378863796293587e+00 6.070055014081312095e+00
-1.642240791346974760e+00 8.260890304458010647e-01 1.096910393498760516e+00 1.112043611867537862e+00 1.154436194756338185e+00 1.383364196442767202e+00 1.730932474240972851e+00 2.152803875602849359e+00 2.555578308515325858e+00 2.967484379619843793e+00 3.438962665436395838e+00 3.812506281083643422e+00 4.130639897327339050e+00 4.418224814093607122e+00 4.677370597892284820e+00 4.931039096607841898e+00 5.179759999753880351e+00 5.442049460814040174e+00 5.737108459233935420e+00 6.314784609518953928e+00
-1.401286943797927176e+00 1.067042877994848649e+00 1.337864241047808100e+00 1.352997459416585446e+00 1.395390042305385769e+00 1.624318043991814786e+00 1.971886321790020435e+00 2.393757723151896943e+00 2.796532156064373886e+00 3.208438227168891821e+00 3.679916512985443422e+00 4.053460128632691450e+00 4.371593744876387078e+00 4.659178661642655150e+00 4.918324445441332848e+00 5.171992944156889926e+00 5.420713847302927491e+00 5.683003308363088202e+00 5.978062306782982560e+00 6.555738457068001068e+00
-1.010343577422086581e+00 1.457986244370689244e+00 1.728807607423648696e+00 1.743940825792426041e+00 1.786333408681226365e+00 2.015261410367655159e+00 2.362829688165860809e+00 2.784701089527737317e+00 3.187475522440214259e+00 3.599381593544732194e+00 4.070859879361283795e+00 4.444403495008531380e+00 4.762537111252227007e+00 5.050122028018495968e+00 5.309267811817173666e+00 5.562936310532730744e+00 5.811657213678768308e+00 6.073946674738929019e+00 6.369005673158823377e+00 6.946681823443841886e+00
-6.986869223521960937e-01 1.769642899440579731e+00 2.040464262493538961e+00 2.055597480862316750e+00 2.097990063751116629e+00 2.326918065437546090e+00 2.674486343235751740e+00 3.096357744597628248e+00 3.499132177510104746e+00 3.911038248614622681e+00 4.382516534431174726e+00 4.756060150078422311e+00 5.074193766322117938e+00 5.361778683088386011e+00 5.620924466887063708e+00 5.874592965602620787e+00 6.123313868748658351e+00 6.385603329808819062e+00 6.680662328228713420e+00 7.258338478513731928e+00
-4.633282117348200835e-01 2.005001610057955741e+00 2.275822973110915193e+00 2.290956191479692539e+00 2.333348774368492862e+00 2.562276776054921879e+00 2.909845053853127528e+00 3.331716455215004036e+00 3.734490888127480979e+00 4.146396959231998913e+00 4.617875245048550070e+00 4.991418860695798543e+00 5.309552476939494170e+00 5.597137393705762243e+00 5.856283177504439941e+00 6.109951676219997019e+00 6.358672579366034583e+00 6.620962040426195294e+00 6.916021038846089652e+00 7.493697189131108161e+00
-2.627708297207238530e-01 2.205558992072051971e+00 2.476380355125011423e+00 2.491513573493788769e+00 2.533906156382589092e+00 2.762834158069018109e+00 3.110402435867223758e+00 3.532273837229100266e+00 3.935048270141576765e+00 4.346954341246094700e+00 4.818432627062646745e+00 5.191976242709894329e+00 5.510109858953589956e+00 5.797694775719858029e+00 6.056840559518535727e+00 6.310509058234092805e+00 6.559229961380131257e+00 6.821519422440291081e+00 7.116578420860186327e+00 7.694254571145204835e+00
-9.536813776758634731e-02 2.372961684025189477e+00 2.643783047078148929e+00 2.658916265446926275e+00 2.701308848335726598e+00 2.930236850022155615e+00 3.277805127820361264e+00 3.699676529182237772e+00 4.102450962094714271e+00 4.514357033199232205e+00 4.985835319015784250e+00 5.359378934663031835e+00 5.677512550906727462e+00 5.965097467672995535e+00 6.224243251471673233e+00 6.477911750187230311e+00 6.726632653333268763e+00 6.988922114393428586e+00 7.283981112813323833e+00 7.861657263098342341e+00
5.065613846713423740e-02 2.518985960259910062e+00 2.789807323312869514e+00 2.804940541681646859e+00 2.847333124570447183e+00 3.076261126256876199e+00 3.423829404055081849e+00 3.845700805416958357e+00 4.248475238329435300e+00 4.660381309433953234e+00 5.131859595250505279e+00 5.505403210897751975e+00 5.823536827141447603e+00 6.111121743907716564e+00 6.370267527706394262e+00 6.623936026421951340e+00 6.872656929567988904e+00 7.134946390628149615e+00 7.430005389048043973e+00 8.007681539333063370e+00
1.742804975818992297e-01 2.642610319374675054e+00 2.913431682427634506e+00 2.928564900796411852e+00 2.970957483685212175e+00 3.199885485371641192e+00 3.547453763169846841e+00 3.969325164531723349e+00 4.372099597444200292e+00 4.784005668548718226e+00 5.255483954365269383e+00 5.629027570012517856e+00 5.947161186256213483e+00 6.234746103022481556e+00 6.493891886821159254e+00 6.747560385536716332e+00 6.996281288682753896e+00 7.258570749742914607e+00 7.553629748162808966e+00 8.131305898447827474e+00
2.687617771531631838e-01 2.737091598945939008e+00 3.007912961998898460e+00 3.023046180367675806e+00 3.065438763256476129e+00 3.294366764942905146e+00 3.641935042741110795e+00 4.063806444102986859e+00 4.466580877015464246e+00 4.878486948119982181e+00 5.349965233936533338e+00 5.723508849583781810e+00 6.041642465827477437e+00 6.329227382593745510e+00 6.588373166392423208e+00 6.842041665107980286e+00 7.090762568254017850e+00 7.353052029314178561e+00 7.648111027734072920e+00 8.225787178019091428e+00
3.329011763536855462e-01 2.801230998146461371e+00 3.072052361199420822e+00 3.087185579568198168e+00 3.129578162456998491e+00 3.358506164143427508e+00 3.706074441941633157e+00 4.127945843303509221e+00 4.530720276215986608e+00 4.942626347320504543e+00 5.414104633137055700e+00 5.787648248784304172e+00 6.105781865027999800e+00 6.393366781794267872e+00 6.652512565592945570e+00 6.906181064308502648e+00 7.154901967454540213e+00 7.417191428514700924e+00 7.712250426934595282e+00 8.289926577219613790e+00
3.696624342485010928e-01 2.837992256041276917e+00 3.108813619094236369e+00 3.123946837463013715e+00 3.166339420351814038e+00 3.395267422038243055e+00 3.742835699836448704e+00 4.164707101198325212e+00 4.567481534110801711e+00 4.979387605215319645e+00 5.450865891031871691e+00 5.824409506679119275e+00 6.142543122922814902e+00 6.430128039689083863e+00 6.689273823487761561e+00 6.942942322203318639e+00 7.191663225349355315e+00 7.453952686409516915e+00 7.749011684829410385e+00 8.326687835114428893e+00
